1,203,69
2,245,214
3,151,108
4,269,84
5,179,221
6,130,104
7,36,301
8,249,74
9,183,243
10,33,69
11,139,342
12,238,268
13,332,148
14,51,268
15,94,38
16,136,255
17,252,218
18,322,327
19,36,339
20,226,74
21,139,207
22,198,80
23,247,113
24,41,292
25,48,163
26,182,187
27,54,322
28,270,188
29,110,342
30,179,231
31,42,296
32,125,75
33,250,39
34,270,82
35,267,214
36,119,39
37,241,192
38,321,130
39,179,72
40,325,111
41,35,199
42,325,41
43,231,149
44,149,189
45,236,36
46,330,150
47,197,249
48,194,223
49,192,244
50,335,207
51,331,98
52,216,340
53,197,81
54,261,120
55,327,238
56,90,40
57,321,241
58,137,184
59,196,221
60,240,250
61,333,39
62,232,144
63,202,171
64,151,341
65,183,177
66,202,223
67,281,90
68,46,275
69,193,222
70,331,173
71,147,206
72,258,45
73,52,312
74,38,146
75,203,79
76,227,69
77,328,274
78,238,349
79,259,211
80,130,337
81,327,192
82,336,334
83,35,325
84,41,73
85,212,241
86,138,208
87,226,140
88,144,132
89,326,182
90,324,102
91,171,145
92,217,334
93,104,342
94,48,160
95,249,334
96,129,95
97,190,45
98,162,339
99,275,83
100,333,295
101,333,238
102,86,349
103,237,42
104,259,207
105,209,220
106,146,119
107,226,141
108,45,305
109,51,91
110,331,126
111,33,124
112,281,50
113,276,340
114,239,335
115,144,67
116,50,99
117,165,36
118,222,50
119,31,324
120,44,260
121,245,275
122,241,205
123,218,164
124,254,278
125,206,51
126,306,348
127,176,78
128,319,259
129,193,68
130,140,123
131,173,330
132,36,256
133,147,214
134,219,43
135,40,194
136,335,261
137,254,212
138,155,78
139,275,343
140,333,329
141,240,134
142,233,127
143,202,69
144,280,51
145,165,341
146,153,189
147,292,337
148,321,136
149,50,155
150,194,338
151,149,191
152,128,40
153,45,75
154,253,98
155,49,181
156,136,40
157,108,43
158,153,200
159,234,335
160,284,289
161,127,282
162,181,229
163,83,42
164,244,107
165,36,147
166,43,52
167,177,50
168,326,38
169,333,221
170,42,315
171,118,192
172,169,137
173,156,273
174,266,211
175,279,66
176,188,42
177,41,275
178,42,302
179,277,83
180,233,79
181,118,285
182,35,50
183,211,239
184,123,339
185,204,233
186,147,203
187,159,68
188,320,272
189,118,280
190,241,74
191,131,341
192,321,137
193,324,277
194,138,103
195,217,72
196,164,136
197,107,295
198,325,44
199,320,198
200,93,340
201,328,121
202,118,186
203,203,227
204,245,343
205,86,345
206,67,47
207,258,50
208,323,296
209,259,95
210,341,333
211,230,126
212,263,62
213,51,285
214,158,124
215,249,121
216,149,187
217,204,348
218,194,349
219,330,41
220,33,82
221,133,213
222,120,39
223,235,131
224,42,239
225,180,173
226,247,129
227,42,102
228,145,74
229,42,297
230,203,183
231,190,332
232,244,200
233,106,74
234,123,73
235,211,77
236,215,181
237,168,68
238,22,323
239,320,99
240,283,340
241,226,331
242,334,274
243,331,234
244,39,197
245,243,251
246,320,249
247,234,79
248,125,81
249,133,259
250,152,122
251,47,344
252,151,138
253,38,227
254,239,206
255,336,308
256,148,200
257,338,329
258,138,49
259,152,71
260,204,198
261,183,41
262,198,221
263,138,40
264,205,224
265,74,35
266,42,92
267,255,51
268,215,154
269,267,192
270,31,46
271,105,338
272,45,170
273,186,228
274,322,187
275,232,124
276,263,206
277,50,339
278,236,133
279,281,87
280,49,185
281,255,78
282,48,340
283,243,214
284,37,203
285,45,173
286,178,222
287,211,71
288,257,189
289,224,336
290,287,347
291,226,70
292,115,294
293,110,49
294,323,173
295,161,120
296,35,268
297,249,47
298,164,272
299,232,339
300,195,350
301,224,296
302,321,285
303,323,306
304,173,65
305,125,101
306,224,77
307,133,211
308,40,91
309,51,281
310,257,214
311,327,188
312,251,275
313,210,67
314,226,348
315,253,340
316,265,69
317,32,344
318,253,305
319,140,82
320,232,157
321,140,207
322,212,173
323,266,43
324,94,43
325,332,229
326,237,190
327,43,216
328,226,51
329,182,171
330,41,348
331,199,249
332,334,214
333,183,43
334,263,40
335,128,341
336,37,161
337,202,252
338,43,79
339,262,72
340,326,299
341,220,331
342,192,190
343,207,179
344,335,83
345,210,171
346,133,245
347,120,296
348,134,116
349,202,224
350,150,338
351,325,236
352,251,36
353,44,293
354,228,82
355,276,273
356,238,207
357,338,321
358,275,336
359,173,72
360,88,51
361,266,269
362,86,341
363,324,157
364,196,33
365,259,275
366,90,345
367,233,80
368,45,130
369,113,82
370,331,81
371,19,325
372,49,118
373,225,63
374,51,167
375,212,82
376,341,344
377,255,71
378,218,47
379,244,126
380,243,68
381,147,208
382,328,169
383,149,101
384,117,206
385,46,66
386,38,282
387,150,204
388,36,45
389,136,214
390,328,102
391,193,39
392,199,243
393,263,336
394,192,170
395,230,71
396,157,338
397,196,183
398,31,77
399,179,240
400,213,171
401,45,151
402,333,165
403,214,181
404,39,281
405,265,216
406,175,221
407,255,208
408,165,49
409,170,149
410,256,256
411,250,281
412,135,342
413,117,253
414,166,75
415,172,155
416,171,77
417,238,183
418,41,46
419,322,132
420,183,164
421,302,339
422,329,162
423,75,36
424,74,340
425,331,278
426,209,238
427,48,345
428,224,80
429,212,228
430,184,183
431,238,43
432,331,180
433,248,262
434,167,153
435,188,71
436,243,341
437,95,50
438,46,93
439,191,65
440,260,48
441,241,121
442,91,349
443,266,204
444,176,158
445,266,213
446,154,344
447,180,77
448,197,43
449,49,266
450,37,78
451,285,40
452,47,272
453,120,73
454,236,195
455,42,178
456,329,316
457,201,191
458,204,246
459,186,168
460,222,158
461,327,187
462,36,167
463,47,187
464,138,349
465,204,69
466,249,184
467,48,199
468,144,130
469,201,185
